idDrone,idRegion,RegionState,StreetCode1,StreetCode2,StreetCode3,HouseNumber,StreetName,longitude,latitude,currentDate,currentTime,violationType,code,violationDescription,idPhoto,plaque,plateType,VehicleBodyType,VehicleMake,VehicleColor
64,6,NY,16090,0,0,N,77th Rd,-74.31025,-77.15057,"",08:51:00,1,21,21-No Parking (street clean),niAmJVDCcm,GFZ7337,"",4DSD,FORD,GR
12,1,NY,28990,14740,14810,70-23,Austin St,-71.26776,-73.58435,"",10:28:00,1,19,19-No Stand (bus stop),snh4kUTH75,53049JA,"",VAN,FORD,WHITE
56,5,NY,28990,14740,14810,70-23,Austin St,-74.2634,-77.99823,"",10:31:00,1,19,19-No Stand (bus stop),osexLEmi6R,62046JM,"",DELV,GMC,BROWN
1607,1528,PA,8440,20390,20490,110-10,34th Ave,-59.949017,-79.28655,"",09:50:00,1,21,21-No Parking (street clean),92htloAjPK,ZBG2745,"",SUBN,DODGE,WHITE
41,4,NY,37290,16290,29490,79-01,Broadway,-73.61155,-75.79857,"",10:55:00,1,37,37-Expired Muni Meter,hcQTFMKTOg,GER4722,"",4DSD,HYUND,WH
74,7,NY,8790,15790,15990,75-14,37th Ave,-76.95434,-79.86163,"",11:28:00,1,31,31-No Stand (Com. Mtr. Zone),ldbfMHBOgE,T448737C,"",4DSD,LINCO,BK
33,3,NY,8790,15790,15990,75-14,37th Ave,-73.93744,-74.80738,"",11:30:00,1,69,69-Failure to Disp Muni Recpt,ANsp5E8KQg,61645MD,"",VAN,GMC,WHITE
43,4,NY,15990,35780,8890,37-10,76th St,-73.40131,-75.73045,"",11:51:00,1,43,43-Exp. Mtr. (Com. Mtr. Zone),hxV9JS12wo,66501JR,"",VAN,NS/OT,WHITE
1854,2008,RI,16140,8590,8790,35-59,77th St,-61.87777,-78.29558,"",24:51:00,1,38,38-Failure to Display Muni Rec,lopTyTRvYK,515685,"",SUBN,VOLVO,TAN
25,2,NY,37290,16290,29490,79-01,Broadway,-70.41974,-73.191574,"",14:08:00,1,38,38-Failure to Display Muni Rec,uCx16OywMn,GFE5954,"",SUBN,HONDA,TAN
12,1,NY,16990,8790,61090,37-63,83rd St,-70.01326,-73.17336,"",15:33:00,1,71,71B-Improp Safety Stkr (NYS),SwmspPdezB,GJB1717,"",4DSD,ME/BE,BK
1624,472,PA,9890,7240,7540,25-38,43rd St,-63.070324,-82.737236,"",05:48:00,1,40,40-Fire Hydrant,LCwXdy9bpX,HVR2898,"",SUBN,FORD,WHITE
2028,140,NJ,7890,0,0,N,30th Rd,-63.642353,-120.471085,"",06:00:00,1,20,20A-No Parking (Non-COM),vQ2AxO7ZYS,SR953F,"",4DSD,ME/BE,WHITE
46,4,NY,7240,0,0,N,25th Ave,-73.9842,-75.46516,"",06:08:00,1,40,40-Fire Hydrant,As25ARGcLE,GCL2574,"",4DSD,TOYOT,BK
22,2,NY,64290,6440,6490,20-41,Steinway St,-71.75622,-72.30643,"",08:13:00,1,20,20A-No Parking (Non-COM),vhUtdts5oZ,GGB5608,"",SUBN,TOYOT,WH
182,632,NJ,48990,16140,15990,19-40,Hazen St,-55.95249,-72.76219,"",08:38:00,1,20,20A-No Parking (Non-COM),illIp3jq6i,R85CBH,"",4DSD,SATUR,WHITE
53,5,NY,16140,6340,6590,19-32,77th St,-74.119225,-77.843414,"",08:43:00,1,21,21-No Parking (street clean),K3Q10ThPge,GFP5865,"",4DSD,VOLKS,WH
1619,499,MD,6290,0,0,S,19th Ave,-59.600166,-89.357834,"",09:18:00,1,21,21-No Parking (street clean),iBIXSdSK1v,56824CC,"",4DSD,BMW,BLUE
57,5,NY,15990,48990,6440,19-69,76th St,-75.6451,-77.98624,"",09:36:00,1,21,21-No Parking (street clean),a2DVkO3Hjg,GDX5696,"",SUBN,JEEP,BK
2061,1644,PA,0,0,0,W,35th St,-60.444286,-118.84382,"",10:25:00,1,50,50-Crosswalk,9smkZ0HZW2,HNF5323,"",4DSD,TOYOT,BLUE
61,6,NY,8140,8440,8590,34-25,31st St,-75.546745,-77.384384,"",13:28:00,1,51,51-Sidewalk,D85FfMOGKn,71015JT,"",VAN,FORD,WH
1529,1414,NJ,9140,7740,7940,29-05,39th Ave,-61.122932,-87.02289,"",14:16:00,1,37,37-Expired Muni Meter,z2JKoEC8Ic,L21DHY,"",4DSD,NISSA,WHITE
1705,973,NJ,36940,7190,7300,24-03,Queens Plaza North,-61.43464,-104.95976,"",14:27:00,1,38,38-Failure to Display Muni Rec,vE5027Nwnj,ZLZ71K,"",2DSD,ME/BE,BLACK
51,5,NY,36940,7190,7300,24-03,Queens Plaza North,-75.72267,-76.99069,"",14:30:00,1,38,38-Failure to Display Muni Rec,yrNbndfxob,GDG6183,"",4DSD,TOYOT,BL
14,1,NY,36940,7190,7300,24-03,Queens Plaza North,-70.186386,-72.95386,"",14:33:00,1,37,37-Expired Muni Meter,877JLgwzpn,GDP5335,"",SUBN,FORD,BK
51,5,NY,50490,0,0,W,Hunter St,-75.23688,-76.39675,"",14:40:00,1,14,14-No Standing,U1ramEKCXd,51605JV,"",DELV,MITSU,WH
74,7,NY,5690,0,0,E,11th St,-76.83807,-79.18476,"",14:49:00,1,40,40-Fire Hydrant,e3cHPGk9ju,60302MD,"",DELV,FRUEH,BROWN
103,819,CT,40390,50990,65120,5,Court Sq,-69.992355,-73.711395,"",15:15:00,1,38,38-Failure to Display Muni Rec,zJZJ6vaEKG,707N3,"",2DSD,BUICK,WHITE
52,5,NY,65120,40390,9990,27-19,Thomson Ave,-74.22039,-77.78396,"",15:18:00,1,74,74-Missing Display Plate,St8G2X4IyG,43068JY,"",UTIL,FORD,WHITE
64,6,NY,65120,40390,9990,27-19,Thomson Ave,-75.855515,-77.71076,"",15:20:00,1,38,38-Failure to Display Muni Rec,38wWa1Rs0B,43068JY,"",UTIL,FORD,WHITE
26,2,NY,50990,10190,40390,24-10,Jackson Ave,-71.94462,-72.37731,"",15:26:00,1,14,14-No Standing,fjDNVPCYBZ,8V58H,"",TAXI,TOYOT,YW
914,910,NJ,50990,10190,10140,24-29,Jackson Ave,-61.732788,-117.86826,"",15:35:00,1,37,37-Expired Muni Meter,3qOAQtSXp1,L19BST,"",PICK,CHEVR,BLUE
1694,1855,NJ,7490,9740,60024,42-57,27th St,-55.37973,-114.526,"",16:27:00,1,14,14-No Standing,SnrY6VxYEc,XU655E,"",VAN,CHEVR,WHITE
25,2,NY,9140,40404,40404,39-02,39th Ave,-71.028114,-73.960724,"",16:50:00,1,37,37-Expired Muni Meter,4n6Mef9Pls,78207MB,"",VAN,FORD,WH
22,2,NY,9140,40404,40404,39-02,39th Ave,-70.18055,-72.76591,"",16:52:00,1,37,37-Expired Muni Meter,Q2gZreupqm,33154MA,"",PICK,DODGE,RD
66,6,NY,8540,8990,57790,38-02,34th St,-75.71976,-77.45737,"",17:19:00,1,37,37-Expired Muni Meter,dUcJ0pldkA,T630276C,"",4DSD,LINCO,GY
76,7,NY,9090,40404,40404,37-18,38th St,-76.66673,-79.96846,"",18:21:00,1,37,37-Expired Muni Meter,bn00B6RTZJ,N614MX,"",4DSD,TOYOT,GY
17,1,NY,8940,8440,8590,34-37,37th St,-70.28231,-72.73761,"",18:31:00,1,37,37-Expired Muni Meter,Y2bWSMNP34,GGF4397,"",4DSD,TOYOT,GY
37,3,NY,0,40404,40404,"",Flushing Lot #1,-73.00516,-74.14963,"",15:51:00,1,62,62-Beyond Marked Space,tLdmAhk6gA,GFP9133,"",SUBN,LEXUS,WHITE
33,3,NY,0,40404,40404,"",Flushing Lot #1,-73.15251,-75.75603,"",15:52:00,1,37,37-Expired Muni Meter,AZicMWvnQ5,GFP9133,"",SUBN,LEXUS,WHITE
57,5,NY,68550,58290,67480,59-17,Xenia St,-74.57132,-77.8347,"",06:57:00,1,40,40-Fire Hydrant,TMTs9m3Pmy,GGK2562,"",SEDN,CHEVR,GY
664,2043,PA,19190,0,0,W,99th St,-66.601265,-84.17679,"",07:11:00,1,14,14-No Standing,pJ0verf1TS,GCB3481,"",4DSD,NISSA,BLACK
73,7,NY,51790,12240,12440,59-01,Junction Blvd,-77.22679,-78.801865,"",07:24:00,1,20,20A-No Parking (Non-COM),EKnepYOacL,GFL3475,"",4DSD,NISSA,WH
71,7,NY,18890,11440,11840,55-46,96th St,-77.504585,-79.35912,"",07:27:00,1,40,40-Fire Hydrant,t1AUDeXIx4,GBN8205,"",4DSD,TOYOT,GR
66,6,NY,27890,19690,19740,103-15,Alstyne Ave,-75.31925,-76.91971,"",07:49:00,1,83,83-Improper Registration,rdZOumyxkB,GHN2403,"",SUBN,GMC,WH
1045,347,FL,10790,18340,18490,91-28,50th Ave,-58.818535,-85.677536,"",08:05:00,1,14,14-No Standing,38KFya7wDY,975YRZ,"",4DSD,TOYOT,GOLD
76,7,NY,19040,0,0,N,97th St,-77.97727,-79.03909,"",08:25:00,1,14,14-No Standing,8CS8u7CNng,HARIS01,"",4DSD,NISSA,GL
16,1,NY,12790,19540,68690,102-36,62nd Ave,-71.42567,-73.39732,"",08:30:00,1,74,74-Missing Display Plate,8bKK6e8Uto,GGH5699,"",SUBN,FORD,BK
465,1808,FL,53590,0,0,W,Leverich St,-66.13964,-105.92972,"",09:55:00,1,40,40-Fire Hydrant,M2SYM2X450,795XSM,"",SUBN,FORD,WHITE
11,1,NY,0,0,0,W,BOODY ST.,-71.62712,-73.12346,"",10:11:00,1,52,52-Intersection,QYtPyp9rKI,GKB5768,"",SUBN,CHEVR,BLACK
66,6,NY,0,0,0,E,72nd St,-74.05356,-76.76624,"",10:20:00,1,50,50-Crosswalk,lkgG8dNAsf,GBD6700,"",4DSD,TOYOT,WH
44,4,NY,16490,7090,7240,24-24,79th St,-73.89677,-75.29272,"",10:35:00,1,83,83-Improper Registration,CDCAXEMGoh,GAL5815,"",SUBN,FORD,BL
180,821,CT,6940,18890,19040,96-09,23rd Ave,-61.949795,-86.9971,"",10:53:00,1,19,19-No Stand (bus stop),E7wkJ824Uv,847UOD,"",4DSD,HYUND,BLACK
56,5,NY,42490,0,0,W,Ditmars Blvd,-75.93316,-76.71575,"",11:01:00,1,14,14-No Standing,NPj9gqbD5o,GGN1154,"",4DSD,TOYOT,GY
52,5,NY,19090,10790,39010,50-24,98th St,-74.62648,-77.99858,"",11:12:00,1,85,85-Storage-3 hour Commercial,NBbkMktK6K,96534JX,"",SUBN,GMC,BROWN
23,2,NY,19090,0,0,W,98th St,-70.56205,-73.36863,"",11:20:00,1,85,85-Storage-3 hour Commercial,p5znfghxNz,XT6211,"",VAN,FORD,SILVE
65,6,NY,19090,0,0,E,98th St,-74.10533,-77.65224,"",11:22:00,1,85,85-Storage-3 hour Commercial,1SO7ZKxjyo,91856MB,"",VAN,CHEVR,WHITE
12,1,NY,18990,0,0,E,97th Pl,-71.71021,-73.8032,"",11:26:00,1,85,85-Storage-3 hour Commercial,FHPpKp9w5w,95525MB,"",DELV,FRUEH,WHITE
14,1,NY,27890,0,0,N,Alstyne Ave,-70.31677,-73.360214,"",11:31:00,1,85,85-Storage-3 hour Commercial,ZAdwBc4qTW,51893JJ,"",VAN,FORD,WH
17,1,NY,59990,15190,15390,110-56,Queens Blvd,-71.67791,-73.18599,"",07:15:00,1,21,21-No Parking (street clean),mTfB1jTpSa,GBZ7346,"",SUBN,FORD,BK
33,3,NY,59990,16190,16295,118-18,Queens Blvd,-72.82613,-75.493706,"",07:39:00,1,19,19-No Stand (bus stop),0zovkcBzDO,89618JV,"",VAN,GMC,WHITE
63,6,NY,59990,0,0,S,Queens Blvd,-74.374214,-77.58279,"",07:42:00,1,14,14-No Standing,1Ye4Z1jpnC,66500JR,"",VAN,WORK,WH
45,4,NY,59990,15840,15940,113-24,Queens Blvd,-73.63826,-75.55912,"",08:11:00,1,21,21-No Parking (street clean),89bGzcVeXL,GDS4991,"",2DSD,ME/BE,GY
23,2,NY,59990,15740,15840,112-30,Queens Blvd,-70.67913,-72.60624,"",08:13:00,1,38,38-Failure to Display Muni Rec,kj4EKDS3ty,GFE2520,"",4DSD,ME/BE,BK
24,2,NY,14890,28990,59990,107-11,71st Ave,-70.27834,-73.102264,"",09:09:00,1,38,38-Failure to Display Muni Rec,ZpE9My4hCL,41815MD,"",VAN,FORD,WH
66,6,NY,14890,28990,59990,107-01,71st Ave,-75.59657,-77.043434,"",09:12:00,1,14,14-No Standing,VoSsBQMdlM,74155JS,"",VAN,NS/OT,WHITE
55,5,NY,14890,28990,59990,107-09,71st Ave,-75.80817,-76.83872,"",09:21:00,1,38,38-Failure to Display Muni Rec,Zzq5w3kjL1,70666JY,"",VAN,CHEVR,WHITE
75,7,NY,15040,28990,59990,107-20,71st Rd,-76.36236,-78.58085,"",09:27:00,1,38,38-Failure to Display Muni Rec,j497SGx5xW,95882JM,"",UTIL,FORD,WHITE
11,1,NY,15040,28990,59990,107-12,71st Rd,-70.69176,-72.377655,"",09:29:00,1,38,38-Failure to Display Muni Rec,ec9IpEK007,GEJ7598,"",4DSD,BMW,WH
53,5,NY,28990,14890,15040,71-01,Austin St,-74.171165,-77.243774,"",09:33:00,1,14,14-No Standing,eUmOuazt1T,92253JJ,"",DELV,FRUEH,WHITE
33,3,NY,28990,14890,15040,71-21,Austin St,-72.92472,-75.40609,"",09:41:00,1,38,38-Failure to Display Muni Rec,TIOFaJjn3K,62037JM,"",DELV,GMC,BROWN
433,490,NV,59990,15140,15290,109-10,Queens Blvd,-66.86648,-88.352036,"",09:55:00,1,14,14-No Standing,x0gViKAaj0,XZ29JZ,"",VAN,NS/OT,BROWN
54,5,NY,28990,0,0,N,Austin St,-74.34109,-77.70105,"",11:45:00,1,40,40-Fire Hydrant,lyReYhd2TS,GGH1590,"",SUBN,SATUR,LTG
1467,312,NJ,7190,8590,8690,35-35,24th St,-69.98575,-119.9539,"",06:13:00,1,40,40-Fire Hydrant,L4rM3RgeQp,X88BAE,"",SUBN,MERCU,GREY
728,835,NJ,7190,0,0,W,24th St,-55.118767,-120.50688,"",06:15:00,1,40,40-Fire Hydrant,0WrtfHASlO,WAZ40L,"",SUBN,TOYOT,BLACK
12,1,NY,57490,37290,10740,48-16,Newtown Rd,-70.1913,-72.271935,"",07:41:00,1,21,21-No Parking (street clean),YvNozlHwAa,GCF5907,"",CONV,FORD,GY
41,4,NY,10840,0,0,E,50th St,-73.149376,-74.95305,"",07:45:00,1,21,21-No Parking (street clean),Ct4Su9NrQe,GHM5097,"",SUBN,FORD,WH
1313,958,MI,10740,57490,57790,32-14,49th St,-51.874138,-89.229996,"",08:13:00,1,20,20A-No Parking (Non-COM),26uBBp5e9e,RBF345,"",4DSD,TOYOT,BLACK
31,3,NY,5540,0,0,E,9th St,-73.43123,-74.45535,"",08:33:00,1,20,20A-No Parking (Non-COM),khdwuDOBhl,GJD1097,"",PICK,GMC,BLACK
1573,474,NC,5790,9540,9590,41-01,12th St,-60.307827,-87.01399,"",08:47:00,1,21,21-No Parking (street clean),Ep1BH3htxi,XZN3978,"",SUBN,KIA,BLACK
46,4,NY,9540,5640,5790,10-25,41st Ave,-72.15843,-75.00823,"",08:50:00,1,21,21-No Parking (street clean),rrWgREoocH,GFR2878,"",SUBN,ME/BE,WH
451,1107,NJ,9540,5640,5790,10-25,41st Ave,-52.729347,-72.533485,"",08:51:00,1,21,21-No Parking (street clean),G2pMFGlWzQ,Y42DAB,"",4DSD,TOYOT,BLACK
45,4,NY,7190,8690,8790,36-15,24th St,-72.16115,-74.69483,"",09:36:00,1,21,21-No Parking (street clean),QsWtYYynuH,GJE3208,"",4DSD,HONDA,GREY
23,2,NY,7040,9340,9540,40-21,23rd St,-71.62694,-72.445274,"",09:44:00,1,21,21-No Parking (street clean),3qMD900K22,GEF9253,"",SUBN,BMW,GY
41,4,NY,7940,8990,9140,38-37,30th St,-73.866615,-74.7063,"",11:00:00,1,20,20A-No Parking (Non-COM),LDyWirINCo,T603117C,"",4DSD,LINCO,BK
31,3,NY,7940,0,0,E,30th St,-73.552765,-75.64155,"",11:04:00,1,20,20A-No Parking (Non-COM),s42vR78Ztj,GEG1513,"",SUBN,AUDI,GY
51,5,NY,0,0,0,"",QUEENS BLVD.(E/B)@39,-74.443054,-77.429474,"",16:08:00,1,7,FAILURE TO STOP AT RED LIGHT,3D5HfaTYPp,9A61C,"","",TOYOT,YW
71,7,NY,57490,10840,57790,50-25,Newtown Rd,-76.938286,-78.42525,"",11:36:00,1,21,21-No Parking (street clean),J9uzg5IjCh,GHU2677,"",4DSD,NISSA,WH
37,3,NY,36490,7040,7300,23-01,Borden Ave,-72.43368,-74.299774,"",13:31:00,1,51,51-Sidewalk,V7svpiQ84r,83975MC,"",REFG,GMC,WH
13,1,NY,36490,7040,7300,23-01,Borden Ave,-71.53985,-73.85103,"",13:36:00,1,71,71A-Insp Sticker Expired (NYS),uF7DmQPILS,T629392C,"",4DSD,LINCO,BK
31,3,NY,66390,10890,97130,51-10,Vernon Blvd,-73.29492,-75.28658,"",13:44:00,1,37,37-Expired Muni Meter,2i1O8eVtZ7,64509MA,"",PICK,TOYOT,RD
67,6,NY,50990,10890,10790,10-33,Jackson Ave,-74.3466,-77.31695,"",13:51:00,1,37,37-Expired Muni Meter,CjWG26kpzp,89753MA,"",SUBN,JEEP,GY
41,4,NY,66390,10590,10690,48-11,Vernon Blvd,-72.75287,-74.378235,"",14:16:00,1,37,37-Expired Muni Meter,LluO9WtONs,GCH2418,"",SUBN,FORD,BK
16,1,NY,66390,10490,10590,47-46,Vernon Blvd,-70.532585,-72.71822,"",14:20:00,1,38,38-Failure to Display Muni Rec,P93Hrtkgyv,GBX6629,"",4DSD,AUDI,BL
1263,1372,NJ,66390,10490,10590,47-37,Vernon Blvd,-53.919777,-123.181046,"",14:23:00,1,38,38-Failure to Display Muni Rec,MfNtfXYjsR,XX241T,"",DELV,FORD,BLUE
715,2065,NJ,66390,10340,10440,46-40,Vernon Blvd,-61.606155,-93.069756,"",14:32:00,1,38,38-Failure to Display Muni Rec,cAmPmr8GmY,LUF13M,"",SUBN,ACURA,BROWN
15,1,NY,5190,0,0,E,5th St,-71.390205,-73.269165,"",17:04:00,1,40,40-Fire Hydrant,EBfvjl2nW1,63055JM,"",DELV,INTER,BROWN
17,1,NY,66390,10890,97130,51-04,Vernon Blvd,-71.30213,-72.59865,"",18:10:00,1,38,38-Failure to Display Muni Rec,scw8MQjJq6,RUN26,"",SUBN,INFIN,GY
54,5,NY,66390,10890,97130,51-04,Vernon Blvd,-75.814514,-77.34351,"",18:11:00,1,37,37-Expired Muni Meter,Jm7N7N0XHz,GFR2365,"",4DSD,BMW,WH
64,6,NY,10240,59990,47990,45-11,45th St,-75.73692,-76.271805,"",10:28:00,1,38,38-Failure to Display Muni Rec,HUGCn5E7W0,GAK4001,"",SUBN,CHEVR,BK
22,2,NY,10540,0,0,W,47th St,-70.390915,-73.9153,"",10:44:00,1,38,38-Failure to Display Muni Rec,m9DXM9Smd2,41986JZ,"",VAN,CHEVR,WHITE
42,4,NY,10840,62590,9840,41-46,50th St,-72.89693,-74.29595,"",11:06:00,1,21,21-No Parking (street clean),hmQBS9l2Az,GGF1628,"",4DSD,AUDI,BK
15,1,NY,10840,62590,9840,41-33,50th St,-71.16299,-72.03293,"",11:08:00,1,21,21-No Parking (street clean),i2xuFQSeld,SHECOOKS,"",SUBN,FORD,BLACK
33,3,NY,10840,62590,9840,41-22,50th St,-73.21809,-75.7871,"",11:09:00,1,21,21-No Parking (street clean),9NgalfDVz3,GAT9901,"",4DSD,HYUND,BK
560,2070,NJ,10840,62590,9840,41-16,50th St,-59.530968,-103.78606,"",11:10:00,1,21,21-No Parking (street clean),mCALrSTtzU,XS939F,"",SUBN,TOYOT,BLACK
67,6,NY,62590,10940,11040,51-16,Skillman Ave,-75.56436,-77.37877,"",11:14:00,1,21,21-No Parking (street clean),zban4j6ahi,GHR9033,"",4DSD,VOLKS,BK
52,5,NY,62590,10940,11040,51-16,Skillman Ave,-75.04022,-77.281876,"",11:15:00,1,21,21-No Parking (street clean),v4vdSjjjUC,G4F751,"",2DSD,TOYOT,BL
76,7,NY,59990,10090,10240,44-01,Queens Blvd,-76.88793,-79.502075,"",11:46:00,1,40,40-Fire Hydrant,gmh6PhzAIi,KSUSHA,"",4DSD,LEXUS,GY
113,916,PA,59990,9790,9890,42-11,Queens Blvd,-69.685555,-95.31908,"",11:52:00,1,37,37-Expired Muni Meter,l8XqGrDvs7,HTW9349,"",SUBN,FORD,RED
1015,307,NJ,9790,9840,59990,43-46,42nd St,-67.89683,-117.41251,"",11:55:00,1,38,38-Failure to Display Muni Rec,dUQ39CgeT1,WFW48K,"",SUBN,MERCU,BLACK
1690,1573,MA,10240,47990,10440,45-59,45th St,-69.00873,-78.973625,"",24:44:00,1,37,37-Expired Muni Meter,ZKCO3PGKxy,844WT5,"",4DSD,NS/OT,BLACK
42,4,NY,47990,9790,9890,42-14,Greenpoint Ave,-72.14401,-75.26155,"",24:51:00,1,38,38-Failure to Display Muni Rec,UJjPKESzcg,T609991C,"",4DSD,LINCO,BK
42,4,NY,59990,9640,9790,41-13,Queens Blvd,-72.4308,-74.810074,"",13:08:00,1,37,37-Expired Muni Meter,xnIP1yYz1F,S801YK,"",SUBN,TOYOT,GL
22,2,NY,0,40404,40404,"",Sunnyside Lot,-70.45203,-73.28724,"",14:20:00,1,68,68-Not Pkg. Comp. w Psted Sign,hP0Ll8Z36j,GEA1289,"",PICK,NISSA,GY
22,2,NY,59990,10390,10540,46-21,Queens Blvd,-71.268,-73.52872,"",15:10:00,1,37,37-Expired Muni Meter,hxX6eyXUBn,GDS7439,"",2DSD,FORD,WH
27,2,NY,14390,0,0,E,68th Rd,-70.08725,-72.1461,"",08:13:00,1,82,82-Unaltered Commerc Vehicle,O9UYWaqTED,43991MD,"",PICK,CHEVR,SILVE
37,3,NY,59990,14490,14640,104-17,Queens Blvd,-72.71029,-75.60559,"",08:38:00,1,21,21-No Parking (street clean),NhjtBQEL5c,41815MD,"",VAN,FORD,WH
22,2,NY,59990,68690,14640,105-10,Queens Blvd,-71.09772,-73.09838,"",08:56:00,1,38,38-Failure to Display Muni Rec,u89W4P4JgA,67685JV,"",VAN,CHEVR,WHITE
812,1772,SC,14490,59990,68690,105-05,69th Ave,-53.16893,-84.43751,"",09:08:00,1,37,37-Expired Muni Meter,lCxTrFQWWV,6230FT,"",4DSD,TOYOT,BLACK
25,2,NY,59990,14490,14640,104-17,Queens Blvd,-71.72882,-72.70688,"",09:12:00,1,37,37-Expired Muni Meter,HEZzOSsRqG,41815MD,"",VAN,FORD,WH
77,7,NY,20190,51590,14740,69-50,108th St,-77.69676,-78.16672,"",10:03:00,1,21,21-No Parking (street clean),kSLitxBG58,61407MB,"",PICK,CHEVR,WHITE
27,2,NY,15040,0,0,E,71st Rd,-71.33066,-72.4856,"",11:14:00,1,40,40-Fire Hydrant,lphZ9DbF9a,GBW4164,"",4DSD,NISSA,BLACK
72,7,NY,15290,28990,59990,109-17,72nd Rd,-76.826065,-78.34801,"",11:49:00,1,72,72-Insp Stkr Mutilated,1fENHBlvdr,GEF7545,"",4DSD,TOYOT,GY
31,3,NY,59990,15040,15140,108-40,Queens Blvd,-73.81416,-74.926956,"",24:07:00,1,49,49-Excavation (obstruct traff),7UKllezMx6,55670JZ,"",DELV,INTER,WHITE
55,5,NY,59990,14890,15040,108-18,Queens Blvd,-74.80891,-76.24027,"",24:32:00,1,19,19-No Stand (bus stop),FMU7SvTYOz,62037JM,"",DELV,GMC,BROWN
47,4,NY,0,40404,40404,"",Sunnyside Lot,-72.32,-75.5246,"",07:25:00,1,68,68-Not Pkg. Comp. w Psted Sign,MyK8xaU28u,4H96B,"",TAXI,FORD,YW
46,4,NY,59990,10240,10390,45-11,Queens Blvd,-73.4954,-74.52752,"",07:39:00,1,21,21-No Parking (street clean),7BIVnQ7K9l,GFL3232,"",4DSD,BMW,BL
1166,630,MA,47990,10390,10540,46-02,Greenpoint Ave,-62.642277,-95.005264,"",07:56:00,1,40,40-Fire Hydrant,p2NBxRKyAx,78641,"",DELV,WHITE,WHITE
16,1,NY,59990,10240,10390,45-08,Queens Blvd,-71.87105,-73.67378,"",08:21:00,1,38,38-Failure to Display Muni Rec,PauPpbF5Mm,66809MB,"",VAN,WHITE,WH
75,7,NY,14740,0,0,N,70th Ave,-77.42495,-79.7148,"",08:14:00,1,51,51-Sidewalk,ChzIpHuJMD,34GU03,"",MCY,NS/OT,RED
1257,1574,NJ,28990,14810,14890,70-44,Austin St,-56.31562,-74.58875,"",08:19:00,1,21,21-No Parking (street clean),TDjlurEbO8,XX234X,"",DELV,NS/OT,ORANG
942,1800,NJ,28990,14810,14890,70-44,Austin St,-62.338467,-105.50659,"",08:40:00,1,38,38-Failure to Display Muni Rec,TdDkBe5oZA,XX234X,"",DELV,NS/OT,ORANG
63,6,NY,28990,14890,15040,71-18,Austin St,-75.85717,-77.105316,"",08:45:00,1,38,38-Failure to Display Muni Rec,WklnszH9U1,65986JV,"",VAN,CHEVR,BL
308,1543,NJ,59990,15140,15290,109-20,Queens Blvd,-59.36764,-121.7616,"",09:05:00,1,38,38-Failure to Display Muni Rec,U5wT8GFbcP,XADD89,"",DELV,INTER,WHITE
76,7,NY,14810,28990,59990,107-15,70th Rd,-76.20049,-79.99609,"",09:18:00,1,38,38-Failure to Display Muni Rec,59Eina27rx,41925JZ,"",VAN,CHEVR,WHITE
55,5,NY,14810,0,0,N,70th Rd,-75.78737,-76.38525,"",09:21:00,1,38,38-Failure to Display Muni Rec,0jyX4ZIYrS,64722MC,"",DELV,STERL,WHITE
76,7,NY,59990,15140,15290,109-10,Queens Blvd,-77.502014,-79.129944,"",09:44:00,1,14,14-No Standing,GkOGfpdiec,62523JM,"",DELV,INTER,BROWN
52,5,NY,59990,15140,15290,109-10,Queens Blvd,-75.93795,-76.308815,"",09:48:00,1,38,38-Failure to Display Muni Rec,TILDkJX1B5,39620MC,"",VAN,INTER,WHITE
645,899,NJ,28990,15290,28490,72-40,Austin St,-52.472042,-81.04661,"",10:03:00,1,38,38-Failure to Display Muni Rec,Z5nA42Qzd0,Y87CHW,"",SUBN,DODGE,BLACK
27,2,NY,28990,0,0,N,Austin St,-70.19143,-73.04729,"",10:13:00,1,38,38-Failure to Display Muni Rec,ZHCr16vWNt,56439MB,"",VAN,CHEVR,WHITE
15,1,NY,28990,14740,14810,70-20,Austin St,-70.779434,-72.94275,"",10:25:00,1,19,19-No Stand (bus stop),0MthtlsLDh,62046JM,"",DELV,GMC,BROWN
31,3,NY,28990,14890,15040,71-11,Austin St,-72.27863,-74.08821,"",11:45:00,1,71,71-Insp. Sticker Missing (NYS,KIOROP2Cl7,GHT4470,"",4DSD,BMW,BL
33,3,NY,0,40404,40404,"",Ditmars Lot #2,-72.682655,-74.43286,"",13:47:00,1,71,71A-Insp Sticker Expired (NYS),vfEYIqEkqj,EFK7692,"",4DSD,TOYOT,BL
26,2,NY,6940,7640,7740,28-14,23rd Ave,-71.82492,-72.27018,"",13:58:00,1,38,38-Failure to Display Muni Rec,Hn2NI8rIVT,570200,"",SUBN,FORD,WH
1560,521,NJ,8140,6590,42490,21-61,31st St,-52.479225,-110.10608,"",14:10:00,1,37,37-Expired Muni Meter,BwIMMVPKgK,M44CRE,"",SUBN,HONDA,WHITE
427,1259,NJ,8240,40404,40404,22-11,32nd St,-66.701546,-89.479996,"",14:21:00,1,37,37-Expired Muni Meter,xb8cvJHI0c,YDP86M,"",SUBN,JEEP,GREY
24,2,NY,0,40404,40404,"",Ditmars Lot #1,-71.4379,-72.78437,"",14:24:00,1,37,37-Expired Muni Meter,vn8VWLGVfj,ETS2084,"",SUBN,JEEP,GR
